,Unnamed: 0,timestamp_created,game,review,voted_up,weighted_vote_score,language,author,release_year,reviews_year,reviews_month,reviews_day,sentiment,processed_review,steamid,playtime_at_review_minutes,playtime_in_hours,player_category
229767,230590,2022-04-25 10:36:02,Elden Ring,"10/10 for the outrageously rich open world alone. Exploration seems endless! The map is beautifully detailed, the characters and writing are absorbing, and while it is a Dark Souls game, newcomers should not be intimidated. All you need is patience and determination. 

⠀⠀⠀⠀⠀⠀⠀⠀⠀⡄⠀⡼⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⣸⣿⣿⣶⡾⠟⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣅⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⣠⣴⣿⡿⠋⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⣀⣴⣾⣿⡿⠋⠀⣠⣶⣶⠿⠿⠿⠿⠷⢶⣶⣤⣄⠀⠀⠀⠀⠀⠀⠀⠀
⢰⣿⣿⣿⣟⠀⠀⢸⣿⣿⣥⣤⣤⣄⣀⣀⣠⣬⣭⣿⠁⠀⠀⠀⠀⠀⠀⠀
⠀⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣤⣤⣄⠀⠀⠀⠀
⠀⠀⠀⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⣄⠀
⠀⠀⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡏⠈⠙⠿⣿⣿
⠀⠀⠀⠀⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃⠀⠀⠀⣀⣹
⠀⠀⠀⠀⠀⠘⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠏⣀⣤⣶⡿⠿⠟
⠀⠀⠀⠀⠀⠀⠈⠻⠿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠋⠰⣿⠇⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⡍⠉⠉⠙⠛⠛⠋⣩⣥⣤⣀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠻⢿⡋⠉⠀⠀⠀⠀⠀⠀⠀⠀⠉⣻⡿⠿⠂⠀⠀⠀⠀⠀",True,0.5454545617103576,english,"{'steamid': '76561198295244139', 'num_games_owned': 915, 'num_reviews': 34, 'playtime_forever': 19561, 'playtime_last_two_weeks': 0, 'playtime_at_review': 10389, 'last_played': 1735953903}",2022,2022,4,25,Positive,for the outrageously rich open world alone exploration seems endless the map is beautifully detailed the characters and writing are absorbing and while it is a dark souls game newcomers should not be intimidated all you need is patience and determination,76561198295244139,10389.0,173.15,Experienced Player
547380,548900,2025-03-12 19:57:38,Baldur's Gate 3,"I admit I was pretty late to the excitement of this game from when it initially came out in 2023. A good friend of mine bought me a copy so that we could play this game together, and it did take me a little bit of getting used to. But after enough time playing both by myself and with friends I can say hands down it's not only one of my favorite RPG experiences in recent year, but one of the quintessential PC gaming cornerstone.

As somebody who enjoys both single player experiences and things like tabletop gaming this game easily scratches both those itches and does so with ... one of those, uh... really nice wooden back-scratcher's that's satisfying to use. I know next to little about actual D&D lore, and even without that experience it does a great job at weaving a narrative that's not only easy to digest, but really helps you immerse yourself in the story it tells.

The game-play is a great blend of isometric adventuring and turn based combat, and dances the line between the two really gracefully. Even just beyond the player character, every member of the party you can acquire in the game you can customize to your heart's content to suit what ever manner of play style best suits what you're aiming for.

My biggest reason for wanting to write a review for this game though has to hands down be how wonderful the game's developers at Larian Studios have shown love for the game in it's many many updates. 

Multiplayer is a delight, and even more so the integration of cross platform compatibility AND an active and very sociable modding community whom Larian openly embraces. The togetherness of players and developers is something really rare to see--Even with other modding juggernauts like a lot of Bethesda's RPGs, there isn't such a truly unified community as what gold Larian's struck here.

This game without question for me is one to come back to over and over. Either by myself, or with friends. And the constant stream of new fan made content even after official updates creates nigh infinite replay-ability.",True,0.5,english,"{'steamid': '76561198026034754', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 12028, 'playtime_last_two_weeks': 1176, 'playtime_at_review': 10119, 'last_played': 1745725789}",2023,2025,3,12,Positive,i admit i was pretty late to the excitement of this game from when it initially came out in a good friend of mine bought me a copy so that we could play this game together and it did take me a little bit of getting used to but after enough time playing both by myself and with friends i can say hands down its not only one of my favorite rpg experiences in recent year but one of the quintessential pc gaming cornerstone as somebody who enjoys both single player experiences and things like tabletop gaming this game easily scratches both those itches and does so with one of those uh really nice wooden backscratchers thats satisfying to use i know next to little about actual dd lore and even without that experience it does a great job at weaving a narrative thats not only easy to digest but really helps you immerse yourself in the story it tells the gameplay is a great blend of isometric adventuring and turn based combat and dances the line between the two really gracefully even just beyond the player character every member of the party you can acquire in the game you can customize to your hearts content to suit what ever manner of play style best suits what youre aiming for my biggest reason for wanting to write a review for this game though has to hands down be how wonderful the games developers at larian studios have shown love for the game in its many many updates multiplayer is a delight and even more so the integration of cross platform compatibility and an active and very sociable modding community whom larian openly embraces the togetherness of players and developers is something really rare to seeeven with other modding juggernauts like a lot of bethesdas rpgs there isnt such a truly unified community as what gold larians struck here this game without question for me is one to come back to over and over either by myself or with friends and the constant stream of new fan made content even after official updates creates nigh infinite replayability,76561198026034754,10119.0,168.65,Experienced Player
400843,401667,2018-11-27 13:33:34,The Witcher 3: Wild Hunt,Why are u reading this? Scroll up and buy it already ...,True,0.5,english,"{'steamid': '76561198065275322', 'num_games_owned': 51, 'num_reviews': 6, 'playtime_forever': 3816, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1700, 'last_played': 1698487298}",2015,2018,11,27,Positive,why are u reading this scroll up and buy it already,76561198065275322,1700.0,28.33,Experienced Player
132061,132447,2019-07-01 01:02:11,Sekiro: Shadows Die Twice,Lives up to the hype of dark souls,True,0.5,english,"{'steamid': '76561198098232213', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 3686, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2323, 'last_played': 1712017484}",2019,2019,7,1,Positive,lives up to the hype of dark souls,76561198098232213,2323.0,38.72,Experienced Player
382249,383073,2020-08-16 20:52:51,The Witcher 3: Wild Hunt,this is probably the best game in video game history. everything is great about it,True,0.5238095521926879,english,"{'steamid': '76561198185956762', 'num_games_owned': 0, 'num_reviews': 45, 'playtime_forever': 16923, 'playtime_last_two_weeks': 0, 'playtime_at_review': 11877, 'last_played': 1733641725}",2015,2020,8,16,Positive,this is probably the best game in video game history everything is great about it,76561198185956762,11877.0,197.95,Experienced Player
314645,315469,2022-09-21 22:17:02,The Witcher 3: Wild Hunt,beautiful game time killer.......beautiful story......very few games match this one,True,0.5,english,"{'steamid': '76561198994005810', 'num_games_owned': 83, 'num_reviews': 8, 'playtime_forever': 5145, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5136, 'last_played': 1741934508}",2015,2022,9,21,Positive,beautiful game time killerbeautiful storyvery few games match this one,76561198994005810,5136.0,85.6,Experienced Player
6644,6644,2021-08-30 04:51:24,Dragon Age: Inquisition,"Rich in story and lore, awesome and interesting characters and heaps of missions of all kinds.",True,0.5,english,"{'steamid': '76561198848922679', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 4708, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1963, 'last_played': 1631757765}",2014,2021,8,30,Positive,rich in story and lore awesome and interesting characters and heaps of missions of all kinds,76561198848922679,1963.0,32.72,Experienced Player
367552,368376,2017-10-24 15:32:48,The Witcher 3: Wild Hunt,"I have played a lot of role-playing games in my time and have always held The Elder Scrolls series at the top. There have been a few runners-up but they have always stood in the shadow of Bethesdas magnificent epos. After 160 hours of The Witcher 3 the shift has occurred. This is simply put the best role-playing game ever. Ever. Even though the main game doesn’t sport environment and views in the same way the Elder Scrolls series do, it beats said series in narrative. It’s a pure joy to discover all that The Witcher 3 has to offer. On top of that it has excellent gameplay, fun missions and a lot to discover.

Then we have the expansion packs. Hearts of stone sported an excellent story and great missions, but when it comes to Blood and Wine it’s mind blowing. This is the best expansion pack ever and offers an experience like a whole new game. And Toussaint is magnificent when it comes to environment, views and experience. It totally makes up for the main games “not so inspiring” scenes. 

I’m sad to leave Geralt but I feel really fortunate to have spent all this time with him and his adventures. If you only have one game to play, then this is it, but be sure to get the GOTY edition, with the two magnificent expansions that will keep you occupied for a long time.
",True,0.5,english,"{'steamid': '76561197973968898', 'num_games_owned': 0, 'num_reviews': 14, 'playtime_forever': 9583, 'playtime_last_two_weeks': 0, 'playtime_at_review': 9255, 'last_played': 1508858530}",2015,2017,10,24,Positive,i have played a lot of roleplaying games in my time and have always held the elder scrolls series at the top there have been a few runnersup but they have always stood in the shadow of bethesdas magnificent epos after hours of the witcher the shift has occurred this is simply put the best roleplaying game ever ever even though the main game doesnt sport environment and views in the same way the elder scrolls series do it beats said series in narrative its a pure joy to discover all that the witcher has to offer on top of that it has excellent gameplay fun missions and a lot to discover then we have the expansion packs hearts of stone sported an excellent story and great missions but when it comes to blood and wine its mind blowing this is the best expansion pack ever and offers an experience like a whole new game and toussaint is magnificent when it comes to environment views and experience it totally makes up for the main games not so inspiring scenes im sad to leave geralt but i feel really fortunate to have spent all this time with him and his adventures if you only have one game to play then this is it but be sure to get the goty edition with the two magnificent expansions that will keep you occupied for a long time,76561197973968898,9255.0,154.25,Experienced Player
490524,491974,2019-10-01 13:09:29,The Witcher 3: Wild Hunt,"メソキ <3
",True,0.5,english,"{'steamid': '76561198409521127', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 266, 'playtime_last_two_weeks': 0, 'playtime_at_review': 92, 'last_played': 1632400887}",2015,2019,10,1,Positive,メソキ,76561198409521127,92.0,1.53,New Player
46624,46691,2022-02-23 17:12:26,God of War,funny big man says boy buy game,True,0.4761904776096343,english,"{'steamid': '76561198366599617', 'num_games_owned': 123, 'num_reviews': 5, 'playtime_forever': 1951, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1757, 'last_played': 1667770510}",2018,2022,2,23,Positive,funny big man says boy buy game,76561198366599617,1757.0,29.28,Experienced Player
361186,362010,2021-07-07 10:58:21,The Witcher 3: Wild Hunt,"This game is not just a game, It`s an experience you`ll never forget :D",True,0.5,english,"{'steamid': '76561198818792045', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 25832, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7105, 'last_played': 1741351269}",2015,2021,7,7,Negative,this game is not just a game its an experience youll never forget d,76561198818792045,7105.0,118.42,Experienced Player
602131,603651,2023-08-06 10:55:24,Baldur's Gate 3,"Great, Fun, Amazing, i cant say enough how good this game is. It would be in my opinion the perfect RPG ever mad, it has everything i want in an RPG looting great combat character/follower/inventory Management choices that actually impact the game in a massive way. 100% worth every cent.",True,0.5,english,"{'steamid': '76561198062702011', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 14128, 'playtime_last_two_weeks': 0, 'playtime_at_review': 659, 'last_played': 1739877919}",2023,2023,8,6,Positive,great fun amazing i cant say enough how good this game is it would be in my opinion the perfect rpg ever mad it has everything i want in an rpg looting great combat characterfollowerinventory management choices that actually impact the game in a massive way worth every cent,76561198062702011,659.0,10.98,Experienced Player
317536,318360,2021-05-24 21:42:42,The Witcher 3: Wild Hunt,The best game i have ever played in my life.Because the game changes according to the decision made the game.,True,0.5,english,"{'steamid': '76561199024313456', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 10725, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1499, 'last_played': 1661882515}",2015,2021,5,24,Positive,the best game i have ever played in my lifebecause the game changes according to the decision made the game,76561199024313456,1499.0,24.98,Experienced Player
28050,28106,2022-04-03 20:11:48,God of War,Great Story good balanced combat. The visuals are just breathtaking. Definitely worth playing and doing new game +,True,0.5,english,"{'steamid': '76561197985329356', 'num_games_owned': 186, 'num_reviews': 2, 'playtime_forever': 3658, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2518, 'last_played': 1656825700}",2018,2022,4,3,Positive,great story good balanced combat the visuals are just breathtaking definitely worth playing and doing new game,76561197985329356,2518.0,41.97,Experienced Player
54201,54511,2022-04-09 07:32:11,God of War,pretty darn good,True,0.5238095521926879,english,"{'steamid': '76561199259734351', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 315, 'playtime_last_two_weeks': 0, 'playtime_at_review': 178, 'last_played': 1650377446}",2018,2022,4,9,Positive,pretty darn good,76561199259734351,178.0,2.97,New Player
248961,249784,2025-02-23 21:33:13,Elden Ring,"Best singleplayer game I've ever played. At first ragequitted at the damn tree sentinel. But picked it up a year later, and boy... I'm glad I came back to try it again.",True,0.5,english,"{'steamid': '76561198165847256', 'num_games_owned': 51, 'num_reviews': 5, 'playtime_forever': 7175, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6543, 'last_played': 1742056902}",2022,2025,2,23,Positive,best singleplayer game ive ever played at first ragequitted at the damn tree sentinel but picked it up a year later and boy im glad i came back to try it again,76561198165847256,6543.0,109.05,Experienced Player
269182,270006,2022-07-10 10:30:59,Elden Ring,"I can't fault this game, and I would recommend it to everyone. The beautiful scenery, engaging combat and a you can collect a variety of abilities & spells during your adventure, there is never a dull moment in Elden ring. 

In games like these, I love playing as a long-ranged class, so of course I chose sorcerer. As a sorcerer, you're pretty much a glass cannon which means you take heavy melee damage. Thankfully, you can unlock the ability to summon spirits and if you manage to find a tanky ally, it really comes in handy.

Just be advised you *WILL* die a lot in this game, especially at the beginning and it's perfectly fine, do not play this game and expect to win straight away. Repetition is key in Elden ring. Think of it as a dark version of LoZ breath of the wild... Learn the bosses/mobs attack patterns and you will eventually prevail. 

If you find yourself struggling with a boss to the point where you're getting one shotted/doing barely any damage, then there's no shame in returning to the previous point and farm runes by killing mobs/exploring dungeons. You can use runes to upgrade your skills, abilities, summons and gear. There are loooooads of helpful youtube videos and links which can tell you where the meta gear for your class is, but I would recommend experiencing it for yourself.

Take your time, explore everything possible and just keep trying.",True,0.5,english,"{'steamid': '76561198822265500', 'num_games_owned': 0, 'num_reviews': 29, 'playtime_forever': 5241, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5233, 'last_played': 1741810299}",2022,2022,7,10,Positive,i cant fault this game and i would recommend it to everyone the beautiful scenery engaging combat and a you can collect a variety of abilities spells during your adventure there is never a dull moment in elden ring in games like these i love playing as a longranged class so of course i chose sorcerer as a sorcerer youre pretty much a glass cannon which means you take heavy melee damage thankfully you can unlock the ability to summon spirits and if you manage to find a tanky ally it really comes in handy just be advised you will die a lot in this game especially at the beginning and its perfectly fine do not play this game and expect to win straight away repetition is key in elden ring think of it as a dark version of loz breath of the wild learn the bossesmobs attack patterns and you will eventually prevail if you find yourself struggling with a boss to the point where youre getting one shotteddoing barely any damage then theres no shame in returning to the previous point and farm runes by killing mobsexploring dungeons you can use runes to upgrade your skills abilities summons and gear there are loooooads of helpful youtube videos and links which can tell you where the meta gear for your class is but i would recommend experiencing it for yourself take your time explore everything possible and just keep trying,76561198822265500,5233.0,87.22,Experienced Player
391726,392550,2020-01-03 09:52:38,The Witcher 3: Wild Hunt,jerald rivers is a very good character and i like the card game :),True,0.5,english,"{'steamid': '76561198046389838', 'num_games_owned': 513, 'num_reviews': 66, 'playtime_forever': 12188, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8118, 'last_played': 1581138540}",2015,2020,1,3,Positive,jerald rivers is a very good character and i like the card game,76561198046389838,8118.0,135.3,Experienced Player
120808,121193,2020-09-16 17:18:49,Sekiro: Shadows Die Twice,"""Hesitation is Defeat""Remember this and your journey will be a much more rewarding one",True,0.5,english,"{'steamid': '76561198146594073', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 14492, 'playtime_last_two_weeks': 0, 'playtime_at_review': 9734, 'last_played': 1696470572}",2019,2020,9,16,Positive,hesitation is defeatremember this and your journey will be a much more rewarding one,76561198146594073,9734.0,162.23,Experienced Player
101748,102132,2019-03-25 22:35:03,Sekiro: Shadows Die Twice,"If you liked Tenshu and Dark Souls / Bloodborne this game is for you!

It's definitely a souls game at the core, but forget everything you learned about souls combat before diving in.
This game is a whole new beast.  The game rewards aggressive play but punishes attack spamming.
Learn to parry early, and get ready for a difficult but extremely rewarding experience.",True,0.5,english,"{'steamid': '76561197970726482', 'num_games_owned': 0, 'num_reviews': 24, 'playtime_forever': 5508, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1525, 'last_played': 1696142406}",2019,2019,3,25,Positive,if you liked tenshu and dark souls bloodborne this game is for you its definitely a souls game at the core but forget everything you learned about souls combat before diving in this game is a whole new beast the game rewards aggressive play but punishes attack spamming learn to parry early and get ready for a difficult but extremely rewarding experience,76561197970726482,1525.0,25.42,Experienced Player
366965,367789,2020-01-03 05:08:21,The Witcher 3: Wild Hunt,"Got back into this after watching the Netflix series.
There's a lot going on here... many different systems between weapon types, oils, spells, alchemy, crafting, etc... Game doesn't do a great job explaining everything. Could use a ""Civilopedia"" guide built in like in Civ. Found that money is very hard to come by so far. Not a very casual game I've found so far. Pretty intense. Controls overall I've found to be pretty wonky on controller (contextual button presses, weird camera behavior, hotkeys, etc).
Game looks great and the story is great as well. Characters are interesting and voice acting is pretty good. Card game Gwent is fun too. Overall would recommend playing through for the story and characters.",True,0.5,english,"{'steamid': '76561198065470127', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 6412, 'playtime_last_two_weeks': 0, 'playtime_at_review': 641, 'last_played': 1589865400}",2015,2020,1,3,Positive,got back into this after watching the netflix series theres a lot going on here many different systems between weapon types oils spells alchemy crafting etc game doesnt do a great job explaining everything could use a civilopedia guide built in like in civ found that money is very hard to come by so far not a very casual game ive found so far pretty intense controls overall ive found to be pretty wonky on controller contextual button presses weird camera behavior hotkeys etc game looks great and the story is great as well characters are interesting and voice acting is pretty good card game gwent is fun too overall would recommend playing through for the story and characters,76561198065470127,641.0,10.68,Experienced Player
582856,584376,2023-09-07 23:55:04,Baldur's Gate 3,"If you enjoy D&D but feel that it's too imaginary or immaterial, this is the game you've wanted. Think of a mixture of D&D and older party-based, story-heavy, ""choices matter"" games like Dragon Age: Origins and KOTOR.",True,0.5,english,"{'steamid': '76561197963119969', 'num_games_owned': 0, 'num_reviews': 19, 'playtime_forever': 4897, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3580, 'deck_playtime_at_review': 5, 'last_played': 1717275988}",2023,2023,9,7,Positive,if you enjoy dd but feel that its too imaginary or immaterial this is the game youve wanted think of a mixture of dd and older partybased storyheavy choices matter games like dragon age origins and kotor,76561197963119969,3580.0,59.67,Experienced Player
525365,526885,2023-08-10 12:53:01,Baldur's Gate 3,"This is my first ever game review.
I guess ill start with wow.

This game is a breath of fresh air, from the story that hooks you right in, to the companions and there mystery's and many many more you will surely find along the way.

This game is a pure example that games can come out without micro transaction or at least limited, be in a playable state and not half baked at release to even listening to feed back from fans. 

This is a game that had a goal and stuck with it, and the team at Larian, Deserve huge praises and an even bigger celebration because they well deserve it.

",True,0.5454545617103576,english,"{'steamid': '76561198126832394', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 15599, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4724, 'last_played': 1694844996}",2023,2023,8,10,Positive,this is my first ever game review i guess ill start with wow this game is a breath of fresh air from the story that hooks you right in to the companions and there mysterys and many many more you will surely find along the way this game is a pure example that games can come out without micro transaction or at least limited be in a playable state and not half baked at release to even listening to feed back from fans this is a game that had a goal and stuck with it and the team at larian deserve huge praises and an even bigger celebration because they well deserve it,76561198126832394,4724.0,78.73,Experienced Player
96835,97219,2023-04-05 16:49:55,Sekiro: Shadows Die Twice,"Super fun game, at beginning its challenging but PARRY system is the key, master that and game becomes easy.",True,0.5,english,"{'steamid': '76561199229493587', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 1759, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1741, 'last_played': 1723401298}",2019,2023,4,5,Positive,super fun game at beginning its challenging but parry system is the key master that and game becomes easy,76561199229493587,1741.0,29.02,Experienced Player
46629,46696,2022-01-26 01:09:09,God of War,Dad of War is good,True,0.5247695446014404,english,"{'steamid': '76561198088075846', 'num_games_owned': 717, 'num_reviews': 15, 'playtime_forever': 2563, 'playtime_last_two_weeks': 0, 'playtime_at_review': 635, 'last_played': 1645714771}",2018,2022,1,26,Positive,dad of war is good,76561198088075846,635.0,10.58,Experienced Player
597940,599460,2023-08-11 06:24:42,Baldur's Gate 3,"awesome game, the randomness adds a new layer of depth. the d20 makes it so every character has a chance and even when you specialize you can fail qhich is brilliant and realistic. multi classing is sweet",True,0.5,english,"{'steamid': '76561199210452242', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 13642, 'playtime_last_two_weeks': 959, 'playtime_at_review': 2285, 'last_played': 1745543480}",2023,2023,8,11,Positive,awesome game the randomness adds a new layer of depth the d makes it so every character has a chance and even when you specialize you can fail qhich is brilliant and realistic multi classing is sweet,76561199210452242,2285.0,38.08,Experienced Player
253129,253952,2024-07-30 23:29:56,Elden Ring,"booted up the game thinking it was easy, got my ass handed to me by the first boss, went on a mad levelling up spree and annihilated him, never felt so good about fighting the first boss in my life

but seriously this is my first souls-like game and the game really emphasises that ur supposed to be either really good at it or really overpowered for what ur doing, i tired beating the first boss 3 different times, 2 of the 3 times lead to me uninstalling and refunding the game because i was getting annoyed, when i took the time to actually sit down and play the game and beat the first boss it felt amazing, then i got stuck in a loop of getting 2 tapped and then going on some mad levelling spree and then killing the boss a lot easier then before, the open world is built quite well and the bosses moves are flawless, they happen so fast that when u are able to go the entire time getting hit u feel a sense of accomplishment, its not about just fighting the bosses, its about learning their moves and timing dodges correctly over just mindlessly attacking them, the multiplayer is flawed greatly i will admit, if ur coordinating with someone so u can summon them to ur world its a nightmare and doesnt always work",True,0.5,english,"{'steamid': '76561198065759867', 'num_games_owned': 120, 'num_reviews': 9, 'playtime_forever': 13073, 'playtime_last_two_weeks': 756, 'playtime_at_review': 2829, 'last_played': 1745788633}",2022,2024,7,30,Negative,booted up the game thinking it was easy got my ass handed to me by the first boss went on a mad levelling up spree and annihilated him never felt so good about fighting the first boss in my life but seriously this is my first soulslike game and the game really emphasises that ur supposed to be either really good at it or really overpowered for what ur doing i tired beating the first boss different times of the times lead to me uninstalling and refunding the game because i was getting annoyed when i took the time to actually sit down and play the game and beat the first boss it felt amazing then i got stuck in a loop of getting tapped and then going on some mad levelling spree and then killing the boss a lot easier then before the open world is built quite well and the bosses moves are flawless they happen so fast that when u are able to go the entire time getting hit u feel a sense of accomplishment its not about just fighting the bosses its about learning their moves and timing dodges correctly over just mindlessly attacking them the multiplayer is flawed greatly i will admit if ur coordinating with someone so u can summon them to ur world its a nightmare and doesnt always work,76561198065759867,2829.0,47.15,Experienced Player
270878,271702,2022-05-20 00:29:19,Elden Ring,"Elden Ring is overall fantastic. Little quibbles here and there (reused bosses, side dungeons all look the same, obtuse quest design) but the good FAR outshines the bad. It's a beautiful world, the combat is satisfying, bosses are tough but beatable, NPC design is top notch, a huge amount of weapons and armor to try out.",True,0.5,english,"{'steamid': '76561198029079828', 'num_games_owned': 1210, 'num_reviews': 30, 'playtime_forever': 59854, 'playtime_last_two_weeks': 0, 'playtime_at_review': 15015, 'last_played': 1741519973}",2022,2022,5,20,Positive,elden ring is overall fantastic little quibbles here and there reused bosses side dungeons all look the same obtuse quest design but the good far outshines the bad its a beautiful world the combat is satisfying bosses are tough but beatable npc design is top notch a huge amount of weapons and armor to try out,76561198029079828,15015.0,250.25,Experienced Player
372363,373187,2023-01-12 11:38:05,The Witcher 3: Wild Hunt,"this is a very good game, my friend love it and so do i",True,0.5454545617103576,english,"{'steamid': '76561198055621691', 'num_games_owned': 0, 'num_reviews': 41, 'playtime_forever': 2074, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2074, 'last_played': 1673523464}",2015,2023,1,12,Positive,this is a very good game my friend love it and so do i,76561198055621691,2074.0,34.57,Experienced Player
463623,465072,2022-01-19 11:56:53,The Witcher 3: Wild Hunt,It is a must play,True,0.5,english,"{'steamid': '76561198364052140', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 3627, 'playtime_last_two_weeks': 1001, 'playtime_at_review': 1625, 'last_played': 1745260442}",2015,2022,1,19,Positive,it is a must play,76561198364052140,1625.0,27.08,Experienced Player
294464,295288,2022-12-30 10:40:04,The Witcher 3: Wild Hunt,"Simply Put, UNparalleled .. ""Vanilla-out-of-the-can tasty goodness"" .. with all the ""mod-toppings"" you could ever want .. This new Update only improves the experience .. Next-Gen introduced a lot of fixes and enhancements and some ""Quest-Tweaks"" (for lack of a better term) .. it's quite-simply astonishing that the Devs have put in the effort to continue to support this game .. 

RE: Next-Gen .. well .. It is my extreme hope that this is all in preparation for a DLC or game-merge with the upcoming Witcher4 .. which would be another unparalleled accomplishment by the game developer, creating a relatively seamless multi-game experience .. no sitting in the Barber Chair answering questions about ""what happened"" .. 

RE: Modding the Game .. 
Sadly, Steam is involved .. so you'll have to deal with Steam's intrusive file manipulations .. if you want the game ""as the Dev's intended"" then go get the GOG Version of the game .. especially if you intend to add any mods .. fwiw, GOG is/was the only actual GOTY version released by the Devs .. Steam's version was made to specifically work with Steam .. which will cause problems eventually .. 

.. and then, IF you use Vortex, use it with caution, because, once again, it will manipulate the file management and will (eventually) break the game .. for all the work that has been put into Vortex (and they have done an AMAZING job) it still can't handle all of the various mods and mod author's creativity .. just like Skyrim, it would REALLY benefit you to learn how to add/merge/use mods MANUALLY .. it's not as hard or scary as you think, and there are plenty of up-to-date tutorials and the basics are very easy to master ..",True,0.5,english,"{'steamid': '76561198039496645', 'num_games_owned': 0, 'num_reviews': 27, 'playtime_forever': 18490, 'playtime_last_two_weeks': 0, 'playtime_at_review': 18490, 'last_played': 1660191266}",2015,2022,12,30,Positive,simply put unparalleled vanillaoutofthecan tasty goodness with all the modtoppings you could ever want this new update only improves the experience nextgen introduced a lot of fixes and enhancements and some questtweaks for lack of a better term its quitesimply astonishing that the devs have put in the effort to continue to support this game re nextgen well it is my extreme hope that this is all in preparation for a dlc or gamemerge with the upcoming witcher which would be another unparalleled accomplishment by the game developer creating a relatively seamless multigame experience no sitting in the barber chair answering questions about what happened re modding the game sadly steam is involved so youll have to deal with steams intrusive file manipulations if you want the game as the devs intended then go get the gog version of the game especially if you intend to add any mods fwiw gog iswas the only actual goty version released by the devs steams version was made to specifically work with steam which will cause problems eventually and then if you use vortex use it with caution because once again it will manipulate the file management and will eventually break the game for all the work that has been put into vortex and they have done an amazing job it still cant handle all of the various mods and mod authors creativity just like skyrim it would really benefit you to learn how to addmergeuse mods manually its not as hard or scary as you think and there are plenty of uptodate tutorials and the basics are very easy to master,76561198039496645,18490.0,308.17,Experienced Player
166323,166924,2021-07-31 03:15:26,Sekiro: Shadows Die Twice,epic,True,0.5,english,"{'steamid': '76561197999690249', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 7937, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7741, 'last_played': 1709042189}",2019,2021,7,31,Positive,epic,76561197999690249,7741.0,129.02,Experienced Player
